name,shape,dtype
amos_7830_0000,"(36, 432, 432)",uint8
amos_7833_0000,"(24, 432, 432)",uint8
amos_7834_0000,"(30, 448, 448)",uint8
amos_7836_0000,"(28, 512, 512)",uint8
amos_7837_0000,"(115, 400, 400)",uint8
amos_7838_0000,"(115, 400, 400)",uint8
amos_7839_0000,"(115, 400, 400)",uint8
amos_7840_0000,"(36, 432, 432)",uint8
amos_7841_0000,"(36, 448, 448)",uint8
amos_7844_0000,"(70, 320, 320)",uint8
amos_7845_0000,"(36, 512, 512)",uint8
amos_7846_0000,"(32, 400, 400)",uint8
amos_7847_0000,"(32, 1024, 1024)",uint8
amos_7848_0000,"(32, 1024, 1024)",uint8
amos_7849_0000,"(32, 1024, 1024)",uint8
amos_7850_0000,"(32, 1024, 1024)",uint8
amos_7851_0000,"(32, 1024, 1024)",uint8
amos_7852_0000,"(32, 352, 352)",uint8
amos_7853_0000,"(25, 512, 512)",uint8
amos_7854_0000,"(32, 512, 512)",uint8
amos_7855_0000,"(32, 432, 432)",uint8
amos_7859_0000,"(115, 400, 400)",uint8
amos_7860_0000,"(115, 400, 400)",uint8
amos_7861_0000,"(35, 384, 384)",uint8
amos_7862_0000,"(35, 352, 352)",uint8
amos_7863_0000,"(20, 512, 512)",uint8
amos_7864_0000,"(32, 528, 528)",uint8
amos_7865_0000,"(32, 512, 512)",uint8
amos_7866_0000,"(35, 432, 432)",uint8
amos_7867_0000,"(35, 432, 432)",uint8
amos_7871_0000,"(115, 400, 400)",uint8
amos_7872_0000,"(115, 400, 400)",uint8
amos_7873_0000,"(24, 1024, 1024)",uint8
amos_7874_0000,"(36, 256, 256)",uint8
amos_7875_0000,"(36, 256, 256)",uint8
amos_7876_0000,"(24, 1024, 1024)",uint8
amos_7878_0000,"(24, 480, 480)",uint8
amos_7880_0000,"(32, 528, 528)",uint8
amos_7882_0000,"(36, 480, 480)",uint8
amos_7883_0000,"(25, 512, 512)",uint8
amos_7884_0000,"(32, 512, 512)",uint8
amos_7885_0000,"(30, 432, 432)",uint8
amos_7887_0000,"(40, 1024, 1024)",uint8
amos_7889_0000,"(40, 1024, 1024)",uint8
amos_7892_0000,"(40, 1024, 1024)",uint8
amos_7893_0000,"(32, 512, 512)",uint8
amos_7895_0000,"(25, 672, 672)",uint8
amos_7896_0000,"(35, 1024, 1024)",uint8
amos_7897_0000,"(35, 1024, 1024)",uint8
amos_7899_0000,"(25, 528, 528)",uint8
amos_7900_0000,"(32, 512, 512)",uint8
amos_7901_0000,"(32, 400, 400)",uint8
amos_7903_0000,"(32, 1024, 1024)",uint8
amos_7904_0000,"(36, 384, 384)",uint8
amos_7905_0000,"(32, 1024, 1024)",uint8
amos_7906_0000,"(25, 512, 512)",uint8
amos_7907_0000,"(36, 512, 512)",uint8
amos_7908_0000,"(36, 432, 432)",uint8
amos_7910_0000,"(36, 384, 384)",uint8
amos_7912_0000,"(32, 1024, 1024)",uint8
amos_7913_0000,"(32, 1024, 1024)",uint8
amos_7914_0000,"(32, 1024, 1024)",uint8
amos_7915_0000,"(32, 1024, 1024)",uint8
amos_7916_0000,"(32, 1024, 1024)",uint8
amos_7917_0000,"(32, 1024, 1024)",uint8
amos_7918_0000,"(28, 384, 384)",uint8
amos_7919_0000,"(21, 384, 384)",uint8
amos_7920_0000,"(30, 448, 448)",uint8
amos_7922_0000,"(50, 320, 320)",uint8
amos_7923_0000,"(28, 512, 512)",uint8
amos_7924_0000,"(28, 384, 384)",uint8
amos_7925_0000,"(28, 448, 448)",uint8
amos_7928_0000,"(24, 448, 448)",uint8
amos_7929_0000,"(28, 512, 512)",uint8
amos_7930_0000,"(115, 400, 400)",uint8
amos_7931_0000,"(115, 400, 400)",uint8
amos_7932_0000,"(115, 400, 400)",uint8
amos_7933_0000,"(115, 400, 400)",uint8
amos_7934_0000,"(115, 400, 400)",uint8
amos_7935_0000,"(28, 352, 352)",uint8
amos_7936_0000,"(20, 480, 480)",uint8
amos_7937_0000,"(28, 480, 480)",uint8
amos_7938_0000,"(28, 512, 512)",uint8
amos_7939_0000,"(32, 672, 672)",uint8
amos_7940_0000,"(32, 432, 432)",uint8
amos_7941_0000,"(40, 432, 432)",uint8
amos_7942_0000,"(32, 512, 512)",uint8
amos_7944_0000,"(85, 336, 336)",uint8
amos_7946_0000,"(85, 336, 336)",uint8
amos_7947_0000,"(40, 512, 512)",uint8
amos_7949_0000,"(85, 336, 336)",uint8
amos_7950_0000,"(85, 336, 336)",uint8
amos_7951_0000,"(85, 336, 336)",uint8
amos_7952_0000,"(85, 336, 336)",uint8
amos_7953_0000,"(85, 336, 336)",uint8
amos_7954_0000,"(85, 336, 336)",uint8
amos_7955_0000,"(85, 336, 336)",uint8
amos_7957_0000,"(25, 432, 432)",uint8
amos_7960_0000,"(28, 432, 432)",uint8
amos_7963_0000,"(25, 432, 432)",uint8
amos_7966_0000,"(35, 432, 432)",uint8
amos_7967_0000,"(48, 352, 352)",uint8
amos_7968_0000,"(48, 1024, 1024)",uint8
amos_7969_0000,"(48, 1024, 1024)",uint8
amos_7970_0000,"(70, 1024, 1024)",uint8
amos_7971_0000,"(35, 1024, 1024)",uint8
amos_7972_0000,"(84, 560, 560)",uint8
amos_7973_0000,"(43, 1024, 1024)",uint8
amos_7974_0000,"(43, 1024, 1024)",uint8
amos_7975_0000,"(30, 704, 704)",uint8
amos_7978_0000,"(94, 1024, 1024)",uint8
amos_7979_0000,"(48, 352, 352)",uint8
amos_7981_0000,"(30, 1024, 1024)",uint8
amos_7982_0000,"(30, 432, 432)",uint8
amos_7984_0000,"(32, 432, 432)",uint8
amos_7985_0000,"(32, 1024, 1024)",uint8
amos_7986_0000,"(28, 512, 512)",uint8
amos_7987_0000,"(60, 1024, 1024)",uint8
amos_7988_0000,"(32, 1024, 1024)",uint8
amos_7989_0000,"(32, 1024, 1024)",uint8
amos_7990_0000,"(32, 512, 512)",uint8
amos_7994_0000,"(32, 1024, 1024)",uint8
amos_7995_0000,"(32, 1024, 1024)",uint8
amos_7996_0000,"(32, 1024, 1024)",uint8
amos_7997_0000,"(32, 1024, 1024)",uint8
amos_7998_0000,"(25, 512, 512)",uint8
amos_7999_0000,"(32, 512, 512)",uint8
amos_8000_0000,"(32, 432, 432)",uint8
amos_8003_0000,"(115, 400, 400)",uint8
amos_8007_0000,"(25, 432, 432)",uint8
amos_8008_0000,"(28, 432, 432)",uint8
amos_8010_0000,"(28, 512, 512)",uint8
amos_8011_0000,"(32, 1024, 1024)",uint8
amos_8012_0000,"(32, 512, 512)",uint8
amos_8013_0000,"(32, 1024, 1024)",uint8
amos_8014_0000,"(32, 1024, 1024)",uint8
amos_8015_0000,"(32, 432, 432)",uint8
amos_8017_0000,"(32, 1024, 1024)",uint8
amos_8018_0000,"(32, 512, 512)",uint8
amos_8021_0000,"(32, 1024, 1024)",uint8
amos_8022_0000,"(28, 512, 512)",uint8
amos_8023_0000,"(32, 512, 512)",uint8
amos_8029_0000,"(32, 432, 432)",uint8
amos_8031_0000,"(32, 1024, 1024)",uint8
amos_8032_0000,"(32, 1024, 1024)",uint8
amos_8033_0000,"(35, 384, 384)",uint8
amos_8036_0000,"(115, 400, 400)",uint8
amos_8037_0000,"(100, 400, 400)",uint8
amos_8038_0000,"(115, 400, 400)",uint8
amos_8039_0000,"(28, 384, 384)",uint8
amos_8040_0000,"(28, 448, 448)",uint8
amos_8041_0000,"(28, 512, 512)",uint8
amos_8042_0000,"(32, 512, 512)",uint8
amos_8043_0000,"(36, 1024, 1024)",uint8
amos_8044_0000,"(32, 512, 512)",uint8
amos_8045_0000,"(32, 432, 432)",uint8
amos_8048_0000,"(30, 560, 560)",uint8
amos_8050_0000,"(30, 512, 512)",uint8
amos_8052_0000,"(28, 384, 384)",uint8
amos_8053_0000,"(25, 432, 432)",uint8
amos_8054_0000,"(28, 512, 512)",uint8
amos_8055_0000,"(28, 432, 432)",uint8
amos_8057_0000,"(37, 432, 432)",uint8
amos_8058_0000,"(37, 432, 432)",uint8
amos_8060_0000,"(32, 1024, 1024)",uint8
amos_8061_0000,"(32, 1024, 1024)",uint8
amos_8062_0000,"(32, 1024, 1024)",uint8
amos_8063_0000,"(32, 1024, 1024)",uint8
amos_8064_0000,"(34, 512, 512)",uint8
amos_8065_0000,"(37, 432, 432)",uint8
amos_8066_0000,"(32, 1024, 1024)",uint8
amos_8067_0000,"(42, 432, 432)",uint8
amos_8068_0000,"(42, 512, 512)",uint8
amos_8071_0000,"(85, 384, 384)",uint8
amos_8072_0000,"(85, 400, 400)",uint8
amos_8073_0000,"(30, 640, 640)",uint8
amos_8074_0000,"(32, 352, 352)",uint8
amos_8075_0000,"(32, 432, 432)",uint8
amos_8076_0000,"(30, 640, 640)",uint8
amos_8077_0000,"(32, 512, 512)",uint8
amos_8078_0000,"(32, 432, 432)",uint8
amos_8081_0000,"(80, 1024, 1024)",uint8
amos_8083_0000,"(42, 352, 352)",uint8
amos_8084_0000,"(24, 432, 432)",uint8
amos_8085_0000,"(32, 528, 528)",uint8
amos_8086_0000,"(34, 432, 432)",uint8
amos_8087_0000,"(37, 432, 432)",uint8
amos_8088_0000,"(32, 528, 528)",uint8
amos_8093_0000,"(100, 400, 400)",uint8
amos_8094_0000,"(20, 320, 320)",uint16
amos_8095_0000,"(27, 320, 320)",uint16
amos_8098_0000,"(64, 260, 320)",uint16
amos_8099_0000,"(64, 260, 320)",uint16
amos_8100_0000,"(32, 1024, 1024)",uint8
amos_8101_0000,"(30, 384, 384)",uint8
amos_8102_0000,"(32, 1024, 1024)",uint8
amos_8103_0000,"(25, 512, 512)",uint8
amos_8104_0000,"(32, 1024, 1024)",uint8
amos_8105_0000,"(25, 432, 432)",uint8
amos_8106_0000,"(36, 432, 432)",uint8
amos_8107_0000,"(36, 1024, 1024)",uint8
amos_8108_0000,"(32, 1024, 1024)",uint8
amos_8109_0000,"(32, 1024, 1024)",uint8
amos_8110_0000,"(42, 384, 384)",uint8
amos_8111_0000,"(32, 1024, 1024)",uint8
amos_8112_0000,"(32, 1024, 1024)",uint8
amos_8113_0000,"(32, 1024, 1024)",uint8
amos_8114_0000,"(32, 1024, 1024)",uint8
amos_8115_0000,"(25, 512, 512)",uint8
amos_8116_0000,"(42, 512, 512)",uint8
amos_8119_0000,"(32, 1024, 1024)",uint8
amos_8120_0000,"(32, 1024, 1024)",uint8
amos_8121_0000,"(32, 1024, 1024)",uint8
amos_8122_0000,"(28, 384, 384)",uint8
amos_8123_0000,"(32, 1024, 1024)",uint8
amos_8124_0000,"(32, 1024, 1024)",uint8
amos_8125_0000,"(24, 432, 432)",uint8
amos_8126_0000,"(28, 448, 448)",uint8
amos_8127_0000,"(28, 512, 512)",uint8
amos_8128_0000,"(25, 528, 528)",uint8
amos_8129_0000,"(32, 512, 512)",uint8
amos_8130_0000,"(32, 432, 432)",uint8
amos_8132_0000,"(32, 1024, 1024)",uint8
amos_8133_0000,"(40, 432, 432)",uint8
amos_8134_0000,"(32, 672, 672)",uint8
amos_8135_0000,"(40, 512, 512)",uint8
amos_8137_0000,"(85, 336, 336)",uint8
amos_8138_0000,"(40, 512, 512)",uint8
amos_8142_0000,"(85, 336, 336)",uint8
amos_8143_0000,"(85, 336, 336)",uint8
amos_8145_0000,"(85, 336, 336)",uint8
amos_8146_0000,"(85, 336, 336)",uint8
amos_8147_0000,"(40, 432, 432)",uint8
amos_8152_0000,"(36, 384, 384)",uint8
amos_8153_0000,"(37, 432, 432)",uint8
amos_8154_0000,"(32, 1024, 1024)",uint8
amos_8155_0000,"(48, 352, 352)",uint8
amos_8157_0000,"(32, 1024, 1024)",uint8
amos_8158_0000,"(37, 432, 432)",uint8
amos_8159_0000,"(32, 1024, 1024)",uint8
amos_8162_0000,"(25, 672, 672)",uint8
amos_8163_0000,"(32, 528, 528)",uint8
amos_8164_0000,"(34, 512, 512)",uint8
amos_8168_0000,"(115, 400, 400)",uint8
amos_8169_0000,"(100, 400, 400)",uint8
amos_8170_0000,"(24, 432, 432)",uint8
amos_8171_0000,"(28, 448, 448)",uint8
amos_8172_0000,"(4, 432, 432)",uint8
amos_8173_0000,"(24, 432, 432)",uint8
amos_8174_0000,"(28, 512, 512)",uint8
amos_8175_0000,"(22, 320, 320)",uint16
amos_8176_0000,"(26, 320, 320)",uint16
amos_8181_0000,"(28, 384, 384)",uint8
amos_8182_0000,"(28, 432, 432)",uint8
amos_8183_0000,"(28, 448, 448)",uint8
amos_8185_0000,"(28, 512, 512)",uint8
amos_8187_0000,"(32, 1024, 1024)",uint8
amos_8188_0000,"(32, 1024, 1024)",uint8
amos_8189_0000,"(32, 1024, 1024)",uint8
amos_8192_0000,"(32, 1024, 1024)",uint8
amos_8193_0000,"(32, 1024, 1024)",uint8
amos_8194_0000,"(32, 1024, 1024)",uint8
amos_8195_0000,"(32, 1024, 1024)",uint8
amos_8196_0000,"(35, 512, 512)",uint8
amos_8197_0000,"(35, 432, 432)",uint8
amos_8199_0000,"(30, 512, 512)",uint8
